run_dir,run_name,policy,backend,model,router_metrics_path,requests,successes,failures,success_rate,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,throughput_req_s,router_metrics_rows,failed_attempts_total,retry_count_total,recovered_tokens_total,recovery_fallback_count,recovery_triggered_requests,replay_succeeded_requests,replay_not_needed_requests,instance_state_rows,instances_marked_preempting,instances_marked_ready,instances_marked_dead,instances_marked_draining
results/spotserve_vllm_moe_baseline_fixed/2026-07-02_15-28-13_vllm-moe-baseline-fixed,vllm-moe-baseline-fixed,none,vllm,vllm-moe-baseline,/tmp/spotserve-work/results/spotserve_vllm_moe_baseline_fixed/vllm-moe-baseline-router.jsonl,6,6,0,1.0,1668.5043573379517,1668.7960624694824,2187.655210494995,2187.655210494995,0.1866164281386617,0,0,0,0,0,0,0,0,0,0,0,0,0
