run_dir,run_name,policy,backend,model,router_metrics_path,requests,successes,failures,success_rate,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,throughput_req_s,router_metrics_rows,failed_attempts_total,retry_count_total,recovered_tokens_total,recovery_fallback_count,recovery_triggered_requests,replay_succeeded_requests,replay_not_needed_requests,instance_state_rows,instances_marked_preempting,instances_marked_ready,instances_marked_dead,instances_marked_draining
results/spotserve_vllm_moe_tp2_none/2026-07-02_16-09-04_vllm-moe-tp2-preemption-none,vllm-moe-tp2-preemption-none,none,vllm,vllm-moe-none,/tmp/spotserve-work/results/spotserve_vllm_moe_tp2_none/vllm-moe-none-router.jsonl,6,6,0,1.0,10673.654635747274,8722.579956054688,19838.4952545166,19838.4952545166,0.18657952127671998,0,0,0,0,0,0,0,0,0,0,0,0,0
